,NMHC(GT)
1696,240.45431878306889
1697,240.66263161375667
1698,204.68589748677255
1699,221.4045423280424
1700,209.81325462962965
1701,342.99171735209234
1702,250.32416005290992
1703,530.7264953703703
1704,585.6701051587294
1705,650.4497658730155
1706,628.8244861111103
1707,359.1817572751326
1708,306.2579477513227
1709,240.8817261904761
1710,111.29783134920628
1711,64.53219817219818
1712,50.37712067099565
1713,52.568248376623345
1714,50.95329629629632
1715,48.846705327080294
1716,111.12157275132282
1717,580.4967116402114
1718,751.5107187349683
1719,443.30093783068753
1720,374.3506293891293
1721,190.3785462962964
1722,204.74580886243393
1723,230.2218320105822
1724,222.20551455026464
1725,222.47136441798955
1726,283.8683445767195
1727,233.0410522486773
1728,532.1931891534387
1729,537.6960059523801
1730,445.7157883597885
1731,312.62932804232815
1732,314.4867357503606
1733,418.4675343915347
1734,502.7217469336219
1735,468.3400462962965
1736,147.10374140211636
1737,107.4468736772487
1738,72.32932076719575
1739,55.904986772486794
1740,70.80096525696528
1741,126.47238690476183
1742,258.7319748677247
1743,229.5038650793651
1744,208.82466239778736
1745,202.42470634920625
1746,245.85447486772492
1747,219.10841865079365
1748,153.2635538258038
1749,178.5200932539682
1750,230.8160853174603
1751,297.53173809523815
1752,295.3605972222222
1753,308.30430158730144
1754,174.73791203703698
1755,122.12420833333334
1756,240.7804975348726
1757,335.3983623136123
1758,477.2479510582008
1759,408.2095654761902
1760,176.6469530423281
1761,195.53077645502657
1762,84.55548870573868
1763,52.42320502645503
1764,53.24931746031744
1765,71.35934457671961
1766,76.505167938543
1767,63.82993055555555
1768,76.69002314814809
1769,83.18433994708997
1770,98.0452585978836
1771,84.61353108465607
1772,59.20541203703704
1773,97.39406613756616
1774,121.74825992063484
1775,126.34353769841262
1776,119.34067923280422
1777,120.91832407407404
1778,109.61206415343918
1779,120.50714087301586
1780,124.8109821428572
1781,84.17723015873014
1782,80.40916798941794
1783,45.1634745069745
1784,32.104698412698426
1785,24.43425198412698
1786,24.0017328042328
1787,20.054359126984135
1788,52.50184325396829
1789,148.10109589947092
1790,187.39369793169797
1791,117.37598280423278
1792,110.4045484006734
1793,109.54453252765752
1794,112.89984325396824
1795,123.04891534391544
1796,116.96150066137564
1797,124.65617923280432
1798,132.37825768213276
1799,205.21522354497347
1800,289.93921410533886
1801,229.0671865079364
1802,119.2374226190476
1803,109.38616203703704
1804,107.8202533068783
1805,107.73626521164024
1806,88.7137943121693
1807,52.11489652477154
1808,25.34574007936509
1809,25.7550773809524
1810,22.387634259259286
1811,34.74520568783069
1812,49.374919312169304
1813,119.0130912698412
1814,522.9880588624341
1815,243.72197552910023
1816,296.35417442279925
1817,466.2110390211638
1818,238.68770881433355
1819,268.1939203944201
1820,342.1650844155844
1821,208.69542261904743
1822,206.0815747354496
1823,223.04685094997572
1824,361.64367460317465
1825,168.6272195767196
1826,167.42525529100533
1827,166.5093783068783
1828,161.28561838624336
1829,155.4878425925926
1830,161.6993293650794
1831,161.913880952381
1832,162.2689960317461
1833,162.11712301587306
1834,162.06779894179897
1835,162.60912830687835
1836,164.24850132275134
1837,169.69030291005294
1838,171.3774107142858
1839,652.3354107142854
1840,243.17907936507913
1841,210.5667220418468
1842,193.4680853174602
1843,216.16295683020664
1844,192.7889444444444
1845,193.23532936507937
1846,149.97224687349686
1847,286.0548185425684
1848,317.27207539682536
1849,315.773992063492
1850,298.74063888888867
1851,222.02491384078868
1852,190.47759872534863
1853,225.94519955507445
1854,181.4521040163539
1855,119.82116600529092
1856,56.758748015873024
1857,42.981232443482426
1858,40.680435846560826
1859,73.82095171957673
1860,123.3951130952381
1861,335.3225582010582
1862,399.50205621693135
1863,349.46639351851843
1864,182.37115428090416
1865,161.73779141229144
1866,204.77205176767671
1867,204.16657804232796
1868,192.4824373496873
1869,205.46080158730152
1870,204.6114373496873
1871,307.93644486531986
1872,350.69836044973533
1873,301.52473677248673
1874,262.6698855820105
1875,227.51310582010575
1876,200.31957557720057
1877,185.75542147667144
1878,153.47917460317473
1879,120.0811858465608
1880,122.670455026455
1881,58.21919047619049
1882,47.78199903799907
1883,53.20791335978838
1884,155.80088359788363
1885,298.55391402116385
1886,319.51016534391533
1887,308.19088955026456
1888,199.83920785233275
1889,193.49650811688304
1890,225.90073653198647
1891,207.29874999999996
1892,223.65316732804237
1893,196.9696025132275
1894,196.8817645502645
1895,235.49148082010583
1896,234.2983465608466
1897,204.0518903920153
1898,180.96551142376128
1899,137.0748260582011
1900,137.83586772486774
1901,211.6151147787399
1902,164.4010563973064
1903,111.34014748677248
1904,79.26421494708993
1905,52.78616666666669
1906,75.66684589947089
1907,38.856942340067334
1908,47.58727843915344
1909,71.69634986772483
1910,70.4680231481481
1911,73.16134060846557
1912,74.55571560846555
1913,76.69862367724863
1914,108.3384075276575
1915,87.49592195767197
1916,59.74499603174601
1917,75.29022619047618
1918,93.02753902116396
1919,111.2527645502645
1920,113.45683928571424
1921,120.68026851851856
1922,136.2045464026714
1923,111.57468121693118
1924,147.7030675666925
1925,324.7880806878305
1926,327.96662277537274
1927,138.15726719576716
1928,106.639367063492
1929,105.27500925925924
1930,90.65678769841264
1931,51.41525793650795
1932,49.1026011904762
1933,54.66583134920637
1934,52.16039087301588
1935,51.27014682539684
1936,58.51257142857144
1937,58.442952380952384
1938,76.48226587301579
1939,51.97377014189512
1940,54.31044642857142
1941,77.66391269841264
1942,110.679951058201
1943,98.38698809523808
1944,128.27833226495733
1945,128.9750958994708
1946,157.46131631794125
1947,166.1598242544492
1948,148.19194006919005
1949,91.80776190476185
1950,80.38463359788354
1951,83.82585119047617
1952,41.08372685185184
1953,36.31418638768638
1954,34.94183862433861
1955,39.35787993025493
1956,114.2582632275132
1957,231.21570436507923
1958,544.9092738095237
1959,292.9930919312168
1960,226.89843169793167
1961,198.2269477513228
1962,207.13647997835497
1963,219.96278685666175
1964,215.11807653920152
1965,191.5020171957671
1966,245.54694221981708
1967,470.9636157407406
1968,550.0943948412703
1969,306.478753306878
1970,153.376982984608
1971,134.26240939153442
1972,81.58958923483928
1973,125.96242791005288
1974,71.96301653439153
1975,53.8439252645503
1976,46.36603108465609
1977,34.10924007936507
1978,38.046191798941784
1979,53.844540343915355
1980,115.57789682539683
1981,182.06281481481471
1982,288.1734702380952
1983,230.20277314814825
1984,189.46660052910048
1985,187.60822222222225
1986,238.86354960317465
1987,257.69070875420863
1988,216.3030348725348
1989,195.02969775132271
1990,295.7455906084656
1991,489.0327175925925
1992,441.0047731481479
1993,707.3699879148628
1994,475.6572890211641
1995,227.94861243386248
1996,183.64447372534872
1997,214.1516441798942
1998,102.50453457190956
1999,133.67604431216932
2000,79.42925925925924
2001,84.37143981481476
2002,55.648998015873026
2003,44.876351491101495
2004,51.304123677248704
2005,64.81929761904762
2006,140.5860780423281
2007,169.3608293650794
2008,183.6694274290523
2009,183.6828320105819
2010,155.81328637566148
2011,95.70440806878304
2012,97.00361243386244
2013,147.23676058201062
2014,192.21346248196235
2015,170.91748371998384
2016,201.8147567941317
2017,223.39464550264557
2018,199.0846825396826
2019,172.66816666666674
2020,169.358796957672
2021,154.26380224867725
2022,130.61556547619043
2023,129.87228968253964
2024,73.19964616402112
2025,36.78936111111109
2026,40.39733122895619
2027,55.54018452380955
2028,178.01411111111102
2029,272.03152380952383
2030,274.08842460317464
2031,286.3929808201057
2032,229.0627566137566
2033,196.3832217412216
2034,199.22557094757073
2035,213.58773148148143
2036,184.8648362332112
2037,192.80149158249145
2038,192.54785070947557
2039,269.0515129870128
2040,237.71570809283295
2041,299.4218637566136
2042,237.5523366402116
2043,174.67933424908435
2044,173.7165181115182
2045,179.50021916971914
2046,166.44599867724858
2047,124.52757208994711
2048,77.26300432900425
2049,123.09978439153436
2050,78.74423250360744
2051,35.228948412698394
2052,54.82437830687834
2053,277.8981900553149
2054,200.36316552429037
2055,129.42218915343915
2056,127.15633146945642
2057,142.7052632275133
2058,191.50435732323223
2059,197.18469396344375
2060,172.79496189458695
2061,206.45561063011047
2062,323.61188690476206
2063,460.9992956349204
2064,413.8763564814815
2065,472.7683988095239
2066,340.253189814815
2067,194.87455838143333
2068,201.60501473063965
2069,318.8293414502167
2070,270.3054237012988
2071,132.56272023809532
2072,138.66285269360264
2073,117.15678902116404
2074,67.10543290043292
2075,71.83576256613763
2076,118.50703968253973
2077,129.4683161375661
2078,140.02415079365088
2079,151.04221296296302
2080,89.1801137566137
2081,91.1010648148148
2082,140.73168014855523
2083,154.90153795278786
2084,114.36559193121693
2085,129.5910952380953
2086,204.6639497354495
2087,170.4427190957191
2088,269.5258201058199
2089,290.9061772486773
2090,171.7831854395605
2091,59.009805555555566
2092,119.83930952380956
2093,169.779085016835
2094,104.77364087301584
2095,64.8099603174603
2096,110.4979007936507
2097,114.38606216931213
2098,78.33335648148147
2099,48.64473412698416
2100,53.97171825396826
2101,80.69653902116401
2102,114.99801917989411
2103,54.0919047619048
2104,56.39569047619049
2105,55.68537572150071
2106,56.71138095238099
2107,45.12042556517556
2108,54.382984126984134
2109,56.37612896825398
2110,77.16361640211629
2111,92.10939219576716
2112,122.39902314814805
2113,120.38375330687823
2114,157.57874827024838
2115,138.43696031746032
2116,161.2247027417029
2117,172.32389082676582
2118,123.79739417989424
2119,68.43629960317462
2120,53.449053210678215
2121,52.76990277777779
2122,43.73349074074075
2123,46.31702411014914
2124,144.55515740740736
2125,295.22280862193355
2126,617.0392182539682
2127,381.2942505411256
2128,365.3048410293411
2129,302.73923659211147
2130,207.96735582010572
2131,293.07627753727735
2132,311.41700438912915
2133,326.53401893939395
2134,271.50261351611306
2135,463.80411778499297
2136,351.9272008177006
2137,771.3956197089947
2138,285.5306658249157
2139,198.526221079846
2140,169.37834938672435
2141,166.10951612739112
2142,113.8100515873016
2143,73.53801653439149
2144,48.529643157768206
2145,42.866810846560824
2146,39.24214616402115
2147,52.67523412698418
2148,126.06926455026452
2149,390.93706349206354
2150,903.6774384920636
2151,739.5708452380951
2152,442.041916005291
2153,345.03634391534416
2154,282.1005619288118
2155,264.85036952861935
2156,303.71162343674825
2157,294.64939063251535
2158,244.05330555555545
2159,487.6626951058198
2160,532.7951197089944
2161,672.0747810846556
2162,503.1215681216927
2163,294.1264834656083
2164,169.56685930735927
2165,148.03176215913717
2166,154.56020322270317
2167,118.12665277777784
2168,109.00135317460312
2169,56.853285714285754
2170,52.12118849206352
2171,65.17744378306878
2172,117.29017923280436
2173,472.0498723544971
2174,960.52890079365
2175,353.67113227513244
2176,402.6842983405484
2177,329.84976124338647
2178,336.3506322751323
2179,325.43860648148166
2180,275.2263675444921
2181,177.40216089466077
2182,194.35554118566608
2183,488.79407010581974
2184,763.235240079365
2185,712.5209417989413
2186,401.80292334054826
2187,287.6553875661375
2188,209.8221542809042
2189,153.58988914326412
2190,117.25212500000008
2191,84.19405423280415
2192,108.10451058201056
2193,65.35661243386241
2194,55.09523809523815
2195,77.36588955026454
2196,120.14034523809514
2197,319.6872771164024
2198,717.5469935064933
2199,587.7862276334777
2200,379.097713023088
2201,276.8526518759017
2202,290.5549819023569
2203,281.0170099206347
2204,319.1730582010583
2205,259.97863492063476
2206,267.82685714285685
2207,480.2538062169311
2208,729.2352435064931
2209,743.6300649350646
2210,693.9844457671954
2211,283.6102632275132
2212,311.3804935666185
2213,328.0893202861953
2214,154.57128258778255
2215,116.76888425925928
2216,54.01446825396826
2217,48.93423442760946
2218,52.52509355459355
2219,65.0284437830688
2220,121.26140608465607
2221,647.4640411255406
2222,728.5608142736886
2223,505.3746732804228
2224,216.15431812169308
2225,209.25078571428568
2226,219.18562962962963
2227,221.28365740740745
2228,212.5474464285714
2229,215.43672156084648
2230,211.03561706349197
2231,298.987561267436
2232,455.39276461038935
2233,471.8900046897543
2234,445.4479908008655
2235,339.4498946007696
2236,309.3472982804233
2237,138.4722056878307
2238,122.37327134439629
2239,104.86075992063488
2240,75.77921097883592
2241,52.87805357142859
2242,72.09339550264545
2243,110.72843650793646
2244,108.19198148148142
2245,82.19476587301584
2246,140.83399092111586
2247,224.79641203703704
2248,254.88719246031735
2249,179.0429642857142
2250,178.41118253968247
2251,163.6634161856662
2252,130.71846428571445
2253,148.52777737077733
2254,149.65506036556036
2255,139.4616662596662
2256,120.95473280423262
2257,120.04662896825384
2258,119.47010582010574
2259,188.7640304232803
2260,253.25258483645985
2261,266.6928507094759
2262,181.26874025974004
2263,109.52980158730152
2264,56.87884036796536
2265,70.84438756613753
2266,55.56238690476193
2267,52.29009589947089
2268,40.735587962962974
2269,37.05605489417989
2270,35.16743187830688
2271,38.1517142857143
2272,43.18841961279462
2273,43.59902477152477
2274,48.19654629629627
2275,44.452376984127014
2276,39.8996494708995
2277,48.42917953342955
2278,48.64258429533433
2279,56.177843975469
2280,58.666064153439144
2281,62.14538756613754
2282,65.1885403439153
2283,59.47416865079363
2284,48.05566696729199
2285,47.98588323713327
2286,45.19182605820108
2287,33.025437830687814
2288,28.72196693121693
2289,28.585216931216923
2290,28.877407407407382
2291,31.45465873015873
2292,55.54670370370373
2293,136.81251719576727
2294,171.72041931216935
2295,115.72602513227515
2296,139.7085092592594
2297,107.6689954906205
2298,92.98122751322754
2299,110.05433543771044
2300,65.16483730158726
2301,95.3245681216931
2302,131.4489186507937
2303,300.2509814814814
2304,255.5885853174602
2305,127.25904695767198
2306,124.70721560846556
2307,81.47057671957666
2308,91.7231481481481
2309,96.13902182539678
2310,89.23124272486766
2311,55.334748015873046
2312,37.49630555555552
2313,33.863541005291005
2314,51.070301587301586
2315,51.463123015873066
2316,125.44656878306888
2317,604.4329669312167
2318,545.163310185185
2319,243.80139285714273
2320,232.4303128306877
2321,323.62679581529585
2322,310.57204870129874
2323,276.63583645983624
2324,208.89046494708987
2325,305.0694528018276
2326,322.87683243145744
2327,404.5863896103896
2328,352.1209683140934
2329,490.21551124338606
2330,315.40234986772487
2331,231.80530507455495
2332,204.4920616883116
2333,216.4140127465128
2334,171.30774356661854
2335,110.79524669312174
2336,67.91197552910054
2337,53.43754232804239
2338,47.780526755651785
2339,46.84195268157771
2340,114.20466203703702
2341,293.1985231481483
2342,741.180743326118
2343,341.951933080808
2344,273.1200804473303
2345,162.9071338522588
2346,164.0480544131794
2347,276.89698767436244
2348,245.78140987253477
2349,232.72817394179884
2350,259.5655119047619
2351,293.83977230639704
2352,271.97520568783045
2353,396.01524867724856
2354,415.6004715608464
2355,291.83996957671957
2356,292.3186216931217
2357,271.79137896825404
2358,265.44718891293917
2359,195.5996813973063
2360,75.10969378306874
2361,68.97454232804233
2362,54.806063492063515
2363,52.13279298941802
2364,125.458844095719
2365,496.17770767195753
2366,704.4232963564212
2367,492.7428597883597
2368,200.27317081529569
2369,163.45361922799427
2370,201.21822107984596
2371,179.04216354016344
2372,175.0553103655604
2373,178.03748232323224
2374,172.32086988936987
2375,293.85662764550267
2376,476.9636355820104
2377,356.6021911976911
2378,318.4188624338627
2379,170.97076745014243
2380,164.2629321326821
2381,272.89327531265053
2382,171.5772290163539
2383,108.05990343915342
2384,53.35652777777779
2385,53.88061471861472
2386,42.53963227513227
2387,52.444106782106786
2388,110.78375859788363
2389,228.794925925926
2390,644.7043829966332
2391,479.1476937830688
2392,287.44756920394417
2393,290.6992279341028
2394,263.4341856060602
2395,209.548789021164
2396,217.86182804232803
2397,227.70236640211627
2398,269.4121554232802
2399,408.3954286315536
2400,330.15428968253985
2401,464.4645701659449
2402,324.4443154761907
2403,147.0493928571429
2404,173.78773629148623
2405,224.4840134078883
2406,155.1900167147666
2407,108.89599999999996
2408,73.43147817460316
2409,52.98767460317462
2410,60.43979563492064
2411,51.4047817460318
2412,51.97013293650795
2413,110.36989417989412
2414,142.02544925444923
2415,164.20622107984607
2416,164.46420726495714
2417,170.21308748196245
2418,170.5935186988937
2419,165.79881433381428
2420,135.27477579365066
2421,134.74547023809515
2422,120.57084788359776
2423,119.7188558201057
2424,119.66265343915327
2425,160.18878108465609
2426,164.32297949735445
2427,140.63304497354486
2428,160.80688822751316
2429,193.4248021284271
2430,192.47416137566137
2431,98.67491335978836
2432,82.82016865079363
2433,111.34494444444444
2434,155.87629761904768
2435,86.90882671957674
2436,95.91037037037036
2437,106.42768849206352
2438,110.66424801587296
2439,124.84998412698404
2440,125.8470396825396
2441,113.64352777777768
2442,117.05960185185172
2443,120.56775264550252
2444,121.43246296296282
2445,120.90332407407396
2446,120.17743121693104
2447,142.50874735449725
2448,255.90266600529105
2449,213.15607142857135
2450,158.9631580687831
2451,140.24657275132262
2452,195.10883585858593
2453,414.53673148148187
2454,319.80015939153446
2455,186.42962632275123
2456,83.65199404761906
2457,83.05325000000002
2458,39.89160052910052
2459,53.37446825396828
2460,124.19272685185192
2461,316.4480762987011
2462,549.3399021164023
2463,313.9171245791244
2464,175.89269859307348
2465,137.95942501017507
2466,138.84205240130237
2467,120.78127447089956
2468,140.19558506308493
2469,155.37188377825876
